entities;id;isLabeled;label;peer_label;score;text
ZAUBEREI, COMEDY, TRASH, Weihnachten, Jack Nicholson, “ Meet the Buschs, BUSCHS Erfurt, Erlebt, Reisswolf, Cocktail Improvisationen Buscheigenschöpfungen, Universums, Momente, Shows, Deutschland, Europa, Comedy-Magic-Trash, Halt Jamie Olivers, Restaurant Fifteen Amsterdam, Circul, Heimat Erfurt, Schlachtfeld Bühne, Sohn;263;0;-1;0.5483870967741935;0.652332861730422;"Das Kalif Weihnachtsfest Buschs ZAUBEREI x COMEDY x TRASH 

   Kurz Weihnachten präsentieren Show 
   Art ! 

   Wenn preisgekrönte Zauberei Humor la Jack Nicholson trifft , befindet Show “ Meet the Buschs “ BUSCHS Erfurt . 

   Ihre Show passt Schublade . Erlebt schräge Zauberei gepaart skurriler Musik-Comedy . Klassiker Magie Reisswolf gedreht ausgespuckt . Ein Cocktail Improvisationen Buscheigenschöpfungen . Erlebt älteste Zauberkunststück Universums , “ Do it Yourself “ Sinfonie Orchester , erscheinende Bowlingkugeln , sentimentale Momente längste Ansage Welt ! 
   Kurz - Abend , Ihr schnell vergessen . 

   4000 Shows 14 Ländern ! Seit 20 Jahren touren Die Buschs Deutschland , Europa hinaus interaktiven Comedy-Magic-Trash Show . Dabei anderem Halt Jamie Olivers Restaurant Fifteen Amsterdam , Circul Art Festival Bratislava Marrakesch “ Les As Cirque “ . In Heimat Erfurt spielen prinzipiell Mal Jahr hinterlassen Show Schlachtfeld Bühne , explodiertem Spielwarenladen gleichkommt . Die Buschs Vater & Sohn Show Komiker , Zauberer , Clown , Träumer & all round Entertainer . 

   www.diebuschs.com 

   15.Dezember2016 
   Einlass : 19.30 
   Beginn : 20.30 

   Ticket : VVK 10 Euro + Gebühr 
              Abendkasse 15 Euro"
Silvesterparty Herzen Bergstadt !, PARTY, All,   , TICKETS, Schillerbad, Jockuschstraße;264;0;-1;0.84375;0.6679716524010963;"Große Silvesterparty Brauhaus Schillerbad Die Silvesterparty Herzen Bergstadt ! 

   DIE PARTY : All inclusive * 59,90 € 
   Einlass 19:00 Uhr 
   Buffeteröffnung 20:00 Uhr 
   + Großes Silvesterbuffet 
   + Alle Biersorten , alkoholfrei 
   + Rot- Weißwein Glas 
   + alkoholfreie Softgetränke 
   + Heißgetränke 
   + DJ all night long 
   + Feuerwerk + Sekt Mitternacht 

   LATE-NIGHT-TARIF : 15 € 
   Einlass 00:45 Uhr 
   + Getränke-Flatrate ( Bier , Softdrinks & Wein ) 
   + Party DJ 

   TICKETS direkt : 
   Brauhaus Schillerbad 
   Jockuschstraße 3 
   58511 Lüdenscheid"
Frauke Burgdorff, B-Side, Enrico Schönberg, Woche Gast Hausgesprächen, Frauke Burgdorff, DE, DE, + Enrico Schönberg, DE, Jahren, Montag-Stiftung, BURGDORFF, Rolle,   , sozialer, B-Side-Künstlerinnen -Künstler, Stadt Unten, _, _, Hausgesprächen,   , Kultur-Initiative, H20, Freihaus, Haus Hüfferstraße, Verhältnis Stadt Kultur, Kreativität, Stadt, Leseshows Diskussionsrunden;265;1;1;0.46875;0.7336330903802257;"Hausgespräche / Frauke Burgdorff , B-Side , Enrico Schönberg Diese Woche Gast Hausgesprächen : Frauke Burgdorff ( DE ) + B-Side ( DE ) + Enrico Schönberg ( DE ) 

   Frauke Burgdorff Raumplanerin . Sie schlug vergangen Jahren Brücken unterschiedlichen Disziplinen Interessen Quartiersentwicklung , Schulbau , Baukultur Projektentwicklung tätig . Sie baute Initiative „ Stadtbaukultur NRW “ Montag-Stiftung „ Urbane Räume “ leitete . 
   Seit 2017 Inhaberin Agentur kooperative Stadtentwicklung BURGDORFF STADT Bochum . Eines Kernthemen Gemeinwohlorientierung Stadtentwicklung Wohnungsbau . In Rolle begleitet anderem Prozess „ Gutes Morgen Münster “ , moderiert lokale Dialoge anlässlich Sanierung Viktualienmarktes München entwickelt Beteiligungskonzept Wohngebiete Berlin . 

   /// 

   Die B-Side setzt kulturelle Frei- kreative Arbeitsräume Stadthafen Münster . Sie versteht sozialer Experimentierraum kreative Werke Disziplin : Tanz , Theater , Film , Grafik , Fotografie Musik Ausdruck Gegenkultur . Die B-Side-Künstlerinnen -Künstler stellen Schaffen regelmäßig Ort . 

   /// 

   Enrico Schönberg , Initiative „ Stadt Unten “ 

   _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 

   Bei Hausgesprächen mal leise harmonisch , mal laut streitbar . Internationale Experten Bereichen Planung , Architektur Design Gast Münster sprechen aktuellen Projekte Ideen . Anschließend kleineren Runden Themen . 

   www.freihaus.ms/hausgespraeche 

   /// 

   Was Freihaus ms ? 

   Eine Kultur-Initiative , H20 Münster entstanden . Freihaus ms kuratiert Plattform „ Stadt , drüber spricht “ , gesamte Haus Hüfferstraße 20 Juni 2017 100 Tage Kultursalon , Experimentierraum , Künstlerresidenz Bühne Konzerte Lesungen verwandeln . Über 30 Veranstaltungen drehen Fragen Verhältnis Stadt Kultur : Welche Räume braucht Kultur ? Wo Kreativität „ zuhause “ ? Wie Zukunft Stadt gestalten ? Die Akteure Gäste Fragen unterschiedlichen Veranstaltungsformaten aufgreifen bearbeiten . Vom musikalischen Experiment Leseshows Diskussionsrunden hochkarätigen Gästen fast . 

   www.freihaus.ms"
Recruiting Tag Augsburg Besuchen, VDI, TAG;266;0;-1;0.0;0.4742126758816342;Recruiting Tag Augsburg Besuchen Sie Young Professional Professional Ingenieurwissenschaften VDI nachrichten RECRUITING TAG . Vertreter attraktiver Unternehmen erwarten Sie . Nutzen Sie Chance , direkt Personalentscheidern Kontakt aufzunehmen .
Mann La Mancha, Konzert Gerd Schönfeld, Hugo Velarde, Gesang/Gitarre, Special Guests, Mann La Mancha, Programm, Dales Wassermann, Motiven, Romanepos Miguel de   Cervantes Saavedra, Bert Brecht, Federico García, Astor Piazzolla, Gerd Schönfeld, Hugo Velarde, spanischer, deutscher;267;0;-1;0.9375;0.5555115553721093;"Der Mann La Mancha - Konzert Gerd Schönfeld ( Klavier ) , Hugo Velarde ( Gesang/Gitarre ) Special Guests 
   Mit Mann La Mancha präsentiert Programm Musical Dales Wassermann - Motiven Romanepos Miguel de 
   Cervantes Saavedra . Dazu Exkurs Bert Brecht , Liedern Federico García Lorca Astor Piazzolla . 
   Gerd Schönfeld Hugo Velarde Reise höchst unterschiedliche , musikalisch adaptierte literarische Motive spanischer , 
   lateinamerikanischer deutscher Herkunft . Das Charakteristische : Epos Idealismus , Humanität Tragik Auflehnung "" Welt 
   beste möglichen "" . 

   Eintritt frei , gesammelt ."
Privée Lounge, Herzlich Willkommen, Shisha, TOP, Neueröffnung, Privée-Team;268;0;-1;0.78125;0.9580820116418756;"Privée Lounge - Grand Opening 02.09.2016 Herzlich Willkommen 
   Seien Sie Gast Lounge tauchen Sie 
   Welt Shisha . Außergewöhnliche 
   Geschmacksrichtungen moderne Ambiente erwarten Sie ! 
   Genehmigen Sie schmackhafte Getränke 
   teilen Sie angenehme Stunden Freunden Bekannten . 
   Göppingens TOP DJ Neueröffnung , 
   passende musik sorgen . 
   Eröffnung findet 19 . 
   Das gesamte Privée-Team freut Ihren Besuch ."
Le Maquillage Workshop Düsseldorf, Workshop Amin Nia,   , DEPOSITÄRE, ANMELDUNG;269;0;-1;0.0;0.3676985970561526;"Le Maquillage Workshop Düsseldorf Make-up Workshop Amin Nia . 
   Nur DEPOSITÄRE vorheriger ANMELDUNG !"
10 Jahre Captain Skeech & the ShrimpShackShooters 2004, Eroberungsfahrt Captain Skeech & The ShrimpShackShooters, Küstennebel, Captains, Cajon Akkordeon, Songs heimatlichen Sound Drive, Joe “, Mike, Genres, Novembernebel Landgang;270;0;-1;0.96875;0.6393397012508549;"10 Jahre Captain Skeech & the ShrimpShackShooters 2004 begann Eroberungsfahrt Captain Skeech & The ShrimpShackShooters : 
   Seitdem segeln Flagge Partymusik Tiefgang einmaliger Besetzung . 
   Im Küstennebel Novembers kehren ihren Heimathafen , Center , , Captains Combo runderneuertes Programm Planken bringt . 
   Sie spielt , Radio gehört – mal hören wolltest – , , kennst . Mit Gitarre , Kontrabass , Cajon Akkordeon bekommen Songs heimatlichen Sound Drive . 
   Und „ Joe “ , „ Ficht “ , „ Captain “ „ Mike “ Instrumente wechseln , Genres entern , weiß : Dieses Partyschiff Zuhörern nächsten Jahre vollen Segeln einheizen ! 

   Der Captain Novembernebel Landgang – rocken ! 

   Eintritt frei ! 

   Mehr Details www.captain-skeech.de"
Cafe International, Jahr    , SERATO, Coole Mixes, Riffs Skiffs, Laune Dancefloor;271;0;-1;1.0;0.9134721245353296;"Cafe International - Dj Revolution Am Dienstag letzten Mal Jahr     Cafe International besonderen GAST : DJ Revolution SERATO Sound-Maschine ! ! ! ! ! Coole Mixes raffinierte Riffs Skiffs .. Laune Dancefloor garantiert ! 
   Und Essen ! 
   Viel Spaß"
Geheimtipp, Liebe;272;0;-1;0.0;0.2717954611611801;Enorm Form pssst . Geheimtipp : Liebe esst Schnitzel
Sozialen, Historische Konferenz, AWO Sachsen, Arbeiterwohlfahrt, AWO Sachsen, Tagung Sächsischen Arbeiterwohlfahrt, demokratischen, Zuge Friedlichen Revolution, Bitte, 25jahre@awo-sachsen.de, Historischen Konferenz;273;0;-1;0.0;0.3046259535889817;"Die Grundlagen Sozialen legen - Historische Konferenz anlässlich 25 jährigen Jubiläums AWO Sachsen Wie Anfang 20 Jh. Leben einfachen Menschen ? Warum gründete Jahre 1919 Arbeiterwohlfahrt ? Und Jahre 1990 Widergründung AWO Sachsen ? 
   Die Tagung Sächsischen Arbeiterwohlfahrt Friedrich-Ebert-Stiftung Arbeiterselbsthilfe Weimarer Republik Aufbau demokratischen Wohlfahrtsstaats Zuge Friedlichen Revolution beschäftigen . Bitte melden Sie : 25jahre@awo-sachsen.de 
   Hier finden Sie aktuelle Programm Historischen Konferenz : 
   http://bit.ly/1SC4jga"
ZUKUNFT, Erfolgsfaktor, Zusatzqualifikationen, ZUKUNFT, Bildungswege Berufsbilder,   , -17.00, EINTRITT, SCHÜLERKONTAKTBÖRSE, Kleine Firmenkontaktstände,   , Jugendweihe-Modenschau, ZUKUNFT, Messetagen, Jugendweihemodenschau, Sächsischen Verband, City-Point Zwickau;274;0;-1;0.0;0.22534682488931226;"Messe ZUKUNFT HIER ! „ ZUKUNFT HIER ! “ Motto vereint 14 . Bildungsmesse relevanten Themen Bildung Beruf . Sie wichtigen Impuls Berufsorientierung beruflichen Entwicklung Region . Der demographische Wandel zwingt Umdenken , einerseits fehlen Unternehmen Fachkräfte andererseits qualifizierte junge Leute Vielzahl Möglichkeiten Wahl Ausbildungs- , Studien- Arbeitsplatzes . Wir bieten Unternehmen Plattform gezielten Suche qualifizierten Nachwuchs- Fachkräften . Qualifizierte Mitarbeiter entscheidender Erfolgsfaktor Unternehmen . Der Erwerb Zusatzqualifikationen gewinnt Sicherung beruflichen Leistungs- Handlungsfähigkeit zunehmend Bedeutung . 

   Die 14 . „ ZUKUNFT HIER ! “ bringt Betriebe , Institutionen , private Bildungseinrichtungen Hochschulen Schülern , Studenten Arbeitssuchenden Region . 

   Seien Sie , präsentieren Sie Ihr Unternehmen knüpfen Sie wichtige Kontakte . Nutzen Sie Vortragsprogramm , Bildungswege Berufsbilder informieren . 

   Öffnungszeiten : täglich 10.00 -17.00 Uhr 

   EINTRITT FREI 

   Auch 2015 SCHÜLERKONTAKTBÖRSE “ meet your job ” geben . Kleine Firmenkontaktstände koordinierte Erstgespräche regionalen klein- mittelständischen Unternehmen Industrie , Handwerk Dienstleistungssektor genutzt . Die Kontaktbörse bietet Plattform Vermittlung Schülerpraktika Ausbildungsplätzen ergänzt bisherige Angebot Bildungsmesse sinnvoll . 

   Sie führt Angebot Nachfrage regionalen Arbeitsmarkt lenkt Aufmerksamkeit Schüler Schülerinnen Chancen Ort . 
   Bitmap Kontaktbörse 

   Jugendweihe-Modenschau 
   Schüler , demnächst Jugendweihe feiern , guten Grund , „ ZUKUNFT HIER ! “ Besuch abzustatten . An Messetagen jeweils 13 Uhr 15 Uhr trendige Jugendweihemodenschau geben . Diese erfolgt Zusammenarbeit Sächsischen Verband Jugendarbeit Jugendweihe e.V. City-Point Zwickau ."
Quiz Ihr gefragt !, Godot Gutschein;275;0;-1;0.0;0.2629440595837287;Film- Serien Quiz Ihr gefragt ! Am Mittwoch 23.08 euer Film- Serien Wissen beweise Cafe Godot Gutschein gewinnen , Wir freuen .
Claudia Waker Zumba Masterclass, Claudia Waker, Tickets, Fitnesspark München;276;0;-1;0.34375;0.15486882994336734;"Zumba Masterclass Zumba Jammerin Claudia Waker Zumba Masterclass Zumba-Jammerin Claudia Waker ... verpasst , selber schuld ! 

   € 10,00/Person 

   Begrenzte Teilnehmerzahl - schnell anmelden . Tickets 02.01.2015 erhältlich Fitnesspark München Nord"
Singdeinsong    , Sven & Steve on the Mic;277;0;-1;0.96875;0.0;Singdeinsong     Singdeinsong Karaoke Party Dj . Sven & Steve on the Mic
Weinfest, Weinfest TC Bruckmühl-Feldkirchen, Feldkirchen, Mitglieder SVBs, Freunde Bekannte;278;0;-1;0.0;0.7940427311574301;"Weinfest 2016 Liebe Tennisfreunde , 

   Jahr findet Weinfest TC Bruckmühl-Feldkirchen Anlage Feldkirchen . Alle Mitglieder SVBs TVFs , Freunde Bekannte herzlich eingeladen . 

   Wir freuen tollen Abend !"
Superfinale, HARDMOVES BOULDERLEAGUE, HardMoves Boulderleague, Fight Club Edition, Kampfarena, Fight, Schwimmoper, Wuppertal, Boulderwettkampfs, WAS, ERWARTET, Boulderer, Boulder, Historischen Schwimmoper,   , No Names, Superfinale HardMoves Aftershowparty Historischen Stadthalle, Schwimmoper, Großen Saal, HardMoves Dancefloor, On 5 March 2016, For the second time the best teams of the biggest bouldering comp, Wuppertal, Historische Schwimmoper,   , Wuppertal, Party at the Historische, And at 11pm the HardMoves continue on the dance floor;279;0;-1;0.2258064516129032;0.822039882200098;"Superfinale - HARDMOVES BOULDERLEAGUE 2016 Die HardMoves Boulderleague „ Fight Club Edition “ 2015/2016 öffnet 5 . März 2016 Kampfarena finalen Fight . 
   Zum Mal treten Schwimmoper Wuppertal Teams weltgrößten Boulderwettkampfs gegeneinander . 

   WAS EUCH ERWARTET ? 
   - 6 stärksten Boulderer 6 Teams 
   - 6 Boulder toppen 
   - Meter Wasser 
   - Historischen Schwimmoper 
   - atemberaubende Atmosphäre 

   Hier treten Weltklasse-Boulderer No Names – beste Teamleistung gewinnt , letzten Zug sicher , gewinnt . 

   Mindestens legendär Superfinale HardMoves Aftershowparty Historischen Stadthalle . 
   100 Meter Schwimmoper gelegen , eindrucksvolle Location 20:00 Uhr Tore öffnen Public Viewing Großleinwand Großen Saal . 
   Ab 23 Uhr direkt HardMoves Dancefloor . 

   https://www.facebook.com/events/576244675865232/ 
   _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 
   On 5 March 2016 the battle arena for the final fight of the HardMoves Boulderleague “ FightClub Edition ” 2015/2016 be opening its gates . For the second time the best teams of the biggest bouldering comp worldwide be battling it out against one another at Wuppertal ’s Historische Schwimmoper . 
   Here ’s what ’s waiting for you : 

   - the six strongest boulderers from the six strongest teams 
   - six sick boulder problems 
   - the Historische Schwimmoper , Wuppertal ’s sensational indoor pool 
   - breathtaking atmosphere and heart-stopping action 

   World-class athletes be facing off against no-names , the team with the best overall performance wins and anything ’s possible until the final move . 
   And there ’s more : the HardMoves After Show Party at the Historische Stadthalle be at least as legendary . Situated right next to the Schwimmoper , this impressive location be opening its gates at 8pm for live screening of the Super Final the Great Hall . And at 11pm the HardMoves continue on the dance floor ."
Rumänischer Abend;280;0;-1;0.0;0.9719797407624652;Rumänischer Abend
Kölle Ahoi Funkemarieche, Kiez !, Fastnacht, Beste Welten !   ;281;0;-1;0.09375;0.7236238571747882;"Kölle Ahoi Funkemarieche meets Kiez ! 

   Ob Fastnacht , Fasching , Fastelovend Jahreszeit , vereinen Beste Welten ! 

   Wir freuen Euch ! 

   Euer Same Same - Team"
Mittwoch, Burger-Dog Trödler, Semme Soß;282;0;-1;0.0;0.0997987274254858;"Burgertag Trödler Mittwoch is Burger-Dog Trödler . 
   Von Semme Soß - ois seuba gmacht ! 
   Solang Vorrat glangt ."
LIQUID, SHREDDER, SHREDDER and the monsters !, FREE ENTRY + HALF-PRICE;283;0;-1;0.125;0.9449690315330908;"LIQUID BRUNCH with SHREDDER KILL YOUR HANGOVER ! Come down easy and get back up on stage with SHREDDER and the monsters ! 

   FREE ENTRY + HALF-PRICE BOXES from 7 - 10pm !"
Leverkusener;284;0;-1;0.90625;0.8613833515904025;4 . Leverkusener Akkordeontag Für , gerne Akkordeonorchester spielen
Weihnachtsfest Elit, Weihnachtszeit Besonderes, Menüs, Elit, Diamonds Club Köln;285;0;-1;0.0;0.547871974599085;"Ihr Weihnachtsfest Elit - Café/Restaurant Köln Wir lassen Weihnachtszeit Besonderes Gäste einfallen , außergewöhnlichen Menüs Kreationen verwöhnen . 

   Ab sofort Sie Weihnachtsessen / fest Restaurant Elit feiern . Reservieren Sie rechtzeitig sichern Sie unvergessliche Weihnachtsfeier . 

   Unsere Gäste genießen anschließend freien Eintritt Diamonds Club Köln"
Strickens Häkelns Kunstwerken, Lasst;286;0;-1;0.0;0.0;"Workshop “ kreativ design “ Vom 1x1 Strickens Häkelns Kunstwerken Draht außergewöhnlichen kreativen Ideen . Lasst inspirieren , ausprobieren ! 

   Kosten : 3 € inkl. Material 

   Anmeldung 24.03 ."
Bustour CL-Heimspiel,   ;287;0;-1;0.0;0.6563635921835645;"Bustour CL-Heimspiel Sevilla Nähere Infos : 

   http://bit.ly/1ORrIZO"
At the intercultural cafe, You, Kuchen Kekse,   ;288;0;-1;0.0;0.7396779392595676;"Intercultural cafe at klex - Interkulturelles Café klex Come and visit ! At the intercultural cafe you can play table tennis , soccer and badminton with friends and new people . 
   We provide coffee and tea . You are welcome to contribute cake or other sweets . 

   Komm Interkulturellen Café vorbei spiele Freunden Leuten Tischtennis , Fußball Federball . 
   Wir stellen Kaffee Tee bereit . Ihr herzlich eingeladen , Kuchen Kekse beizusteuern . 

   https://www.facebook.com/InterkulturellesCafeGreifswald"
Punk Maul !, Piratenpapst, Klorix Absolut Lächerlich Vollgas, Absolut Lächerlich;289;0;-1;0.65625;0.15314849940900432;"Punk Maul ! Wir freuen mitteilen , 26.09 . Piratenpapst , Klorix Absolut Lächerlich Vollgas geben überm Tresen hängt ! 

   PIRATENPAPST 
   Klorix 
   Absolut Lächerlich 

   Einlass is ca 19 Uhr 

   Eintritt 6 
   Bierpreis 1,50"
Guerillabrunchen Klugbeissern Fit,    , of´s, Heiß Kaltgetränken, Reservierung@Klugbeisser.de   , PN;290;0;-1;0.0;0.08819532024955079;"Guerillabrunchen Klugbeissern Fit , lecker , tierleidfrei vegan . Was ?     Neben unseren best of´s nächsten Sonntag Menge kulinarische Highlights geben . Wir freuen :) 

   Guerillabrunch € 12.50 
   Studenten € 10.50 
   Kinder 6 Jahre nix 
   Kinder 6 - 12 € 6.- 

   Getränke inklusive . Euch erwartet umfangreiches Angebot Heiß Kaltgetränken fairen Preisen . Anmeldungen Reservierung@Klugbeisser.de 

   Bitte sendet PN ungefähren Startzeit euer Schlemmererlebnis . 1000 Dank !"
"STRIP-Show Köln, STATION, ;-), Du Event Maske, STRIPSHOW Cologne, STATION 2B, ;-)";291;0;-1;0.09375;0.8380922864522637;"Sleazy Thursday : naked dresscode : naked 

   Die grösste STRIP-Show Köln startet Donnerstag STATION 2B : Alle Gäste nackt ;-) 

   Auf Wunsch Du Event Maske tragen - verleihen kostenlos Eingang . 


   The biggest STRIPSHOW Cologne starts again this thursday at STATION 2B : All guests are getting naked ;-) 

   If you like you can wear mask - we offer them during your stay for free at the entrance ."
Tanztee, Rochlitz;292;0;-1;0.875;0.8773501605525735;"Tanztee Senioren Wir laden Sie herzlich gemütlichen Tanznachmittag Bürgerhaus Rochlitz . 
   Diese Veranstaltung speziell älteres Publikum zugeschnitten Musik Ihrer Jugendzeit umrahmt . 

   Jeden 2 . Mittwoch Monat ! 

   Die nächsten Termine : 
   14.10.2015 
   11.11.2015 
   09.12.2015 

   Einlass : 14.00 Uhr 
   Beginn : 15.00 Uhr 
   Ende : 19.00 Uhr"
Hamburger, Hamburger, Besuchern, Spieleerklärer, Kleinen Kinderbereich, Basteln Kinderprogramm,   , Händlerstand Spieldoch.de;293;0;-1;0.0;0.4390012672170252;"21 . Hamburger Fest Spiele 21 . Hamburger Fest Spiele 

    Von 10 18 Uhr Rieckhof : spielen , spielen , spielen ! 

    Einen Tag Spielefans Alters Neuheiten Klassiker Brett- Kartenspiels kennenlernen . Helfer stehen bereit , Besuchern 200 Titel Spieleausleihe näher bringen Spieleerklärer unbekannten Spielen vertraut . 

    Verlage Spieleautoren stellen Neuheiten . Eine Verlosung , Turniere neuesten Informationen internationalen Spieletagen SPIEL 2015 runden Veranstaltung . 

    Für Kleinen Kinderbereich Spielen , Basteln Kinderprogramm . 

   Und Händlerstand Spieldoch.de"
Gewinnspiel, Gratis-Bier;294;0;-1;0.0;0.17475180054270945;Internationaler Tag Bieres Heute dreht traditionellen Gerstensaft . Ab 19:00 Uhr starten vollen Stunde Gewinnspiel , Sie Glück Gratis-Bier ergattern .
GARDENS END Sommerspecial, Gardens End, Lieblings-Cover-Songs;295;0;-1;1.0;0.9091691188058256;GARDENS END Sommerspecial - Die Rockband Gardens End spielt Lieblings-Cover-Songs
TBB Trier;296;0;-1;0.0;0.0;medi bayreuth vs. TBB Trier 15 . Heimspiel Saison 2014/2015
BRUCE, Springsteen, Europa, Deutschland, München, Berlin, Songs Studioalbums „ The River “ Jahre 1980, Jahr Titel, The Ties That Bind, The River Collection “, Songs, Steven Van Zandt, The Sopranos, Bekannteste, Hungry Heart, Springsteen, Bruce Springsteen, Open-Air-Show Olympiastadion, Los 's Samstag ..., Sony BMG;297;1;1;1.0;0.7289029513036622;"BRUCE SPRINGSTEEN Infos Konzertveranstalter : 

   Seit Mitte Januar tourt 66-jährige Springsteen USA Stadien Hallen . Im Sommer führt Weg Europa . In Deutschland Konzerte , München 17.6 . hierzulande 19.6 . Berlin erleben . Auf Setlist stehen vorwiegend Songs Studioalbums „ The River “ Jahre 1980 , Jahr Titel „ The Ties That Bind : The River Collection “ opulent aufbereitet veröffentlichte . Für Album schrieb Songs , Gitarrist E Street Band , Steven Van Zandt , „ The Sopranos “ Original-Album mitproduziert . Bekannteste Singleauskopplung unvergleichliche „ Hungry Heart “ . Natürlich lässt Springsteen nehmen , Song späteren Karriere performen . Wer Fall , Bruce Springsteen dreistündigen Open-Air-Show Olympiastadion abrockt , möglichst Tickets sichern . Los 's Samstag ... 

   Bildquelle Sony BMG"
Dresdner Fürstenfluch, Constanze Vollhardt, Kriminalfall   , Kostüm Herolds Lebendigen Fürstenzuges, Sächsischen, Hauses Wettin, Fred Färber, Soko, Kommissar Färber Dresden, Buch, Rochlitzer, Naumann Büchertisch, Die vergessenen Wettiner,   ,   ;298;0;-1;0.0;0.1411742648246589;"Buchpräsentation "" Dresdner Fürstenfluch "" Constanze Vollhardt Sächsische Herrschergeschichte verpackt spannenden Kriminalfall 

   Im beschaulichen Wechselburg Zwickauer Mulde männliche Leiche Kostüm Herolds Lebendigen Fürstenzuges gefunden . Was unerklärliche Tat Verrückten aussieht , entpuppt Beginn rätselhaften Mordserie Zeichen einstigen Sächsischen Fürsten Hauses Wettin . Kommissar Fred Färber leitet Soko "" Fürstenzug""- Ereignisse laufen Ruder beinahe tödlichen Falle . Kommissar Färber Dresden Arbeit . 

   Die Autorin Buch vorstellen Wunsch signieren . 

   Vertreten Rochlitzer Buchhandlung Naumann Büchertisch . 

   Von 14.00 - 16.00 Uhr Möglichkeit , Erlebnisführung "" Die vergessenen Wettiner "" teilzunehmen . 

   Zu Voranmeldung Tel. : 03737/492315 gebeten . 

   pro Person 4,00 € , Führung Lesung 10,00 € pro Person"
Zichtau, Alle Jahre begeistert, Classic Brass, Zichtauer Dorfk, Ortschaftratsmitglied Gisela Pfeil, Jürgen Gröblehner, ungarische, Péter Millich, Gábor Dalecker, Szabolcs Szücs, Roland Krem, Altmärkischer Hochzeitssuppe, Frikassee Abendbrot, Käseplatte Ausklang Tages, Bolero, Classic Brass Jahren, Jürgen Gröblehner, Zichtau, Gotteshaus, Menge Stühle, Gisela Pfeil, Quinetts, Matthias Eisenberg Salzwedel, Virtuos, The Way We Were, Films Barbra Streisand, Telemann Bach, Gröblehner, Stück Interessantes, sächsische, Alleluja Mozarts, Gröblehner, Ungarisch, Dresden, Jürgen Gröblehner, Classic Brass Jahren, Conny, Kirche, Aufregende Reise 300, Das Quintett Classic Brass, Zichtauer, Gisela Pfeil;299;0;-1;0.9375;0.6950672070798629;"Zichtau ( cn ) * Alle Jahre begeistert Classic Brass Zichtauer Dorfk irche . Daran , Männer auftreten , Frau entscheidenden Anteil : Ortschaftratsmitglied Gisela Pfeil . Auch diesmal Ensemble-Chef Jürgen Gröblehner ( Trompete ) ungarische Kollegen Péter Millich ( Trompete ) , Gábor Dalecker ( Horn ) , Szabolcs Szücs ( Posaune ) Roland Krem ( Tuba ) Altmärkischer Hochzeitssuppe Frikassee Abendbrot Rotwein Käseplatte Ausklang Tages verwöhnt . Sogar "" Bolero "" geblasen Pfeil , Classic Brass Jahren Ort erlebt daraufh Jürgen Gröblehner angefragt , mal Zichtau spielen könnten . Sie . Seither jedes Jahr . Was Organisatorin diesmal traurig stimmte , , Zuhörer Kirche gepilgert Vorjahren . Zwar Gotteshaus gefüllt . "" Aber Menge Stühle nachholen "" , Gisela Pfeil . Der Spielfreude Quinetts , kürzlich gemeinsam ehemaligen Gewandhausorganisten Matthias Eisenberg Salzwedel begeistert , geringere Anzahl Besuchern Freitagabend Abbruch . Im Gegenteil . Virtuos intonierten Stücke , längst klassischen Blechbläser-Repertoire gehören . Darunter Beispiel Ravels "" Bolero "" Hamlischs "" The Way We Were "" , Melodie gleichnamigen Films Barbra Streisand weltberühmt . Aber Werke alter Meister Telemann Bach gespielt . Denn Gröblehner , Stück Interessantes berichten wusste sächsische Herkunft unverkennbar , Kollegen Reise 300 Jahre Musikgeschichte . Am Ende , Publikum stehenden Ovationen erhoben , folgte Alleluja Mozarts "" Exsultate , jubilate "" . Doch Zuhörer klatschten schließlich "" Abendsegen "" Engelbert Humperdinck laue Luft entlassen . Und Gröblehner , inzwischen Lebensaufgabe ansieht , Ungarisch lernen , : "" Wir . "" Der Dresden stammende Trompeter Jürgen Gröblehner ( rechts ) Classic Brass Jahren gegründet . Fotos : Conny Kaiser Die Kirche gefüllt . Die Zuhörer erlebten wahren Ohrenschmaus erhoben Ende stehenden Ovationen . Aufregende Reise 300 Jahre Musikgeschichte Das Quintett Classic Brass begeisterte Zichtauer Dorfk irche - Gisela Pfeil verwöhnt www.lokale"
;300;0;-1;0.96875;0.4837021925017361;Schlager-Stimmung-DeutschRock-Party Beginn 21.00 Uhr , Eintritt frei
