text;question;label
"GLAMOUR NIGHT #Die etwas andere Party mit Stil, Glamour und einem Hauch an Erotik:)

#Ladys im Abendkleid & Gentleman im Anzug erhalten bis 00:30Uhr freien Eintritt + Sektempfang:)

#Special: Sekt Boot inkl. 2 Red Bull 15€

#Best of Clubbing Sound (Black/House/Charts & Russian Music)

#Open 22 Uhr | Ab 18 Jahren | Eintritt 5€ 

#Mit dem Aufsichtsformular kannst du auch bis zur Sperrstunde bei uns Feiern.

http://place9.de/wp-content/uploads/2014/04/Vereinbarung_Jugendschutz-place9.pdf";isMusic;1
JEF Halle Kneipentour Im Vorfeld zur Landesversammlung 2016 der JEF Sachsen-Anhalt e.V. wollen wir gemeinsam und mit Gästen den Abend verbringen. Interessierte gerne willkommen, weitere Infos folgen noch.;isMusic;0
School Out Grillen Wir wollen den Start in die Sommerferien zusammen feiern!;isMusic;0
FOUR4SOUL GOES METRO Wir grooven mit Euch in der NEWESSBAR...;isMusic;1
"Oster Bunnyparty Hey Ihr Osterhasen^^

Es ist mal wieder an der Zeit den Osterhasen zu suchen.
Deshalb laden wir euch natürlich ein mit dabei zu sein wenn wir die Eiersuche starten;-)

Los gehts am 30.03.12 ab 22:00 Uhr
Wir freuen uns auf euch!!

Euer Kagarteam:-)";isMusic;0
"Mütter als Coach"", ein Beratungsangebot für Erziehende Das Abenteuer Leben beginnt.
Wie schaffe ich es als Mutter sowohl dem Unternehmen „Familie“ als auch meinem neuen Arbeitsplatz gerecht zu werden?
Jede Lebensphase der Kinder, ob Kindergarten, Schule oder Pubertät, stellt neue Herausforderungen dar. Das bedeutet für mich als Mutter sowohl Stärke und Durchsetzungsvermögen zu beweisen als auch Regeln aufzustellen.
Freuen Sie sich auf eine spannende Zeit mit vielen interessanten Tipps für das alltägliche Zusammenleben mit Ihren Kindern und zur Stärkung Ihrer eigenen Persönlichkeit in Konfliktsituationen.";isMusic;0
drei° Special Longdrink Night Für alle, die nix mit Cocktails anfangen können und lieber bei einfachen Longdrinks bleiben gibts bei unserer Special Longdrink Night die beliebtesten Longdrinks im XL-Format!;isMusic;0
"Slämmerlämmerslam.U20 Schrumpfen Schafe im Regen?
Määääääh, die Slammerlämmer sind wieder aus dem Gehege ausgebüchst und auf die Wiesen, die die Welt bedeuten, gestürmt. Am 7.11.um 19 Uhr slammen unsere Poeten wieder um die Wette.
Slämmeranmeldungen und Kartenwünsche (4/6 Euro):  info@buecherpiraten.de oder 0451-7073810";isMusic;0
"Vorpremiere: Turbo Vorpremiere - Turbo-Kleine Schnecke, Großer Traum

* am 29. September 2013

Inhalt:

Turbo ist eine kleine, gewöhnliche Schnecke mit großen Träumen. Er will seinem Namen alle Ehre machen und Rennen gewinnen. Ein Autounfall - er gerät in den Motor eines High-Tech-Sportwagens - bringt ihn der Verwirklichung unverhofft nahe. Er verwandelt sich nicht nur in die schnellste Schnecke, die je gelebt hat, sondern kann es sogar mit aufgemotzten Rennautos aufnehmen. Das will er beim Indy-500-Rennen unter Beweis stellen. Doch zunächst landet er beim Taco-Koch Tito, im Schlepptau seinen verdrießlichen Bruder Chet. Es wird ein weiter Weg nach Indianapolis.";isMusic;0
"kollektiv22 Mit Straßenkonzerten im Hamburger Schanzenviertel begann der Weg des kollektiv22. Dabei taten sich sieben musikalische Poeten zusammen, um alle ihre Einflüsse unter einen Hut zu bekommen: Folk, Soul, Pop, Reggae, Rock und HipHop. Das gelingt der Gruppe auf so lässige Art, dass man nur staunen kann, warum sich andere beim stilübergreifenden Komponieren so schwer tun. Das Kollektiv liebt den sogenannten humorvollen Tiefgang. Das zeigt sich schon im Titel ihres Debütalbums „geschichten ohne versmaß“ und der Single „dem abenteuer zum abschied“. Live sind die fantastischen Sieben außerdem eine anarchistische Wucht!

http://www.muffatwerk.de/de/events/view/1816";isMusic;1
"DIE 3 BR-TATORTKOMMISSARE Jeder für sich, mit Band und auch als großartiges Ermittler-Team aus alten Zeiten: Die zwei Tatortkommissare und der Ex sorgen dieses Jahr endlich wieder dafür, dass Weihnachten einen Sinn hat! Müssen die auch noch Musik machen, fragt man sich? Nein! Aber es gibt viele, die nicht müssen, was sie tun. Der gute Zweck macht es leichter. Wer hinterher immer noch nicht ans Christkind glaubt, kriegt Fernsehverbot. Miroslav Nemec alias Ivo Batic tritt mit seiner Band Asphyxia auf, Franz Leitmayr alias Udo Wachtveitl mit vielen Gastmusikern und Ex-Kommissar Michael Fitz präsentiert Auszüge aus seinem Soloprogramm „Erfolg“.

http://www.muffatwerk.de/de/events/view/1705";isMusic;1
... und oben wohnen Engel Eine Komödie für die ganze Familie von Jens Exler;isMusic;0
Stammtisch de Juillet;isMusic;0
"THEATRON 2015 - RAPID + TULA TROUBLES + THE MUSIC MONKEYS Die gemütliche Atmosphäre zu freiem Eintritt beim  Theatron MusikSommer lockt schon seit Jahren zahlreiche Besucher an die Seebühne im Olympiapark. Und auch das Feierwerk ist im August wieder an 7 Tagen mit einem vielfältigen Programm dabei. Also packt Eure Picknickdecken ein und genießt die Konzerte auf den Stufen vor dem Olympiasee. Dabei habt Ihr den besten Blick auf die Bühne. Ganz entspannt könnt Ihr dort Eure Brotzeit auspacken oder Euch von den vielen Ständen auf dem Gelände verköstigen lassen.

RAPID
[Ska | München]

Als eine Art Münchner „Ska-Supergroup“ 2013 gestartet, haben sich RAPID schon nach zwei Sommern den Ruf als eine der mitreißendsten und schweißtreibendsten Ska-Newcomer Süddeutschlands erarbeitet.
Sowohl auf fast allen Festivals im Münchner Raum als auch auf Open Airs und Clubgigs in ganz Süd- und Mitteldeutschland bringt ihre Mischung aus Ska, Balkan, Polka, Rock‘n‘Roll, Latin und Metal die Menge zum Kochen und Schwitzen! Egal, in welcher ihrer acht Sprachen, egal von welchem Kontinent ihr Stil gerade kommt: RAPID mischt alles in einen brodelnden, heißen Topf, dessen Inhalt für Stimmung, Party, und gute Laune sorgt und wo kein Bein und keine Kehle still bleiben wird. Die acht Musiker schlagen mit Ska eine Brücke zwischen allen Genres, Kontinenten, Stilen und Kulturen. Und auf dieser Brücke wird getanzt und gefeiert!



Tula Troubles
[Chanson-Ska | München]

Die international gemischte Truppe vereint unterschiedlichste Musikrichtungen zu ihrem individuellen Stil, dem ""Chanson-Ska"". Auf der Bühne brennt TULA TROUBLES ein Feuerwerk der guten Laune ab, egal ob sie über Revolutionen, orientalische Hochzeiten oder über die Blondinen im Schwimmbad singen. Neben Skanken und Jumpen bietet sich bei einem Konzert der Band auch die Gelegenheit zum Bauchtanzen, zum Headbangen oder gar zu einem Walzer. Die packende Weltreise durch die Musik lässt keinen Fuß stillstehen.


 http://www.tulatroubles.de



THE MUSIC MONKEYS
[Ska | Luzern]

Lasst Euch mitreißen von einer 10-köpfigen Affenbande namens THE MUSIC MONKEYS. Voller Lebensfreude und Begeisterung an der Musik. Die starke Basis, welche zusammen schon seit Jahren Musik macht bringt die satten Bässe und einen soliden Rhythmus. Daru?ber erklingen schöne Melodien und knackige Sätze von den drei Herren an den Horns welche mit Scratches vom DJ und gekonnten Einwu?rfen des Perkussionisten dekoriert werden. Zu guter letzt ist da noch die markante Stimme des Sängers welcher tatkräftig von einem mehrstimmigen Chor unterstu?tzt wird. So bekommen die oft gesellschaftskritischen Aussagen noch mehr Gewicht und die Botschaft von einem respektvollen Zusammenleben und dem einen oder anderen Aufruf, dass es so nicht weitergehen kann, wird lauthals bis zur hintersten Reihe verku?ndet. Wärmt Eure Herzen an feurigen Latin Stu?cken, spu?rt das Feeling und die Leichtigkeit des Reggaes und des Offbeats, welcher sich wie ein roter Faden durch die einzelnen Stu?cke zieht und erlebt ein Feuerwerk, wenn der Rhythmus schneller wird und im Ska-Punk endet. Das Fest ist eröffnet!


Beginn: 19:00 Uhr | Ende: 22:00 Uhr
Eintritt frei";isMusic;1
"Leonino ""Naked Tunes"" Wir laden am 3. Oktober zu einem gemütlichen Abend mit LIVE MUSIK ein.

Leonino (Jorge Gonzalez) präsentiert uns Kompositionen aus seinem neuen Album Naked Tunes vor.

Aus vergangener Erfahrung empfehlen wir euch rechtzeitig zu reservieren (Reservierungen bis 2.10 unter der
Nummer: 030 81033476)

Kommt und vergesst den alltäglichen Stress und Rausch, indem ihr mit uns entspannt den Gitarrenklängen und Leoninos sanfter Stimme lauscht.

Wir empfangen euch mit offen Armen, Kerzenschein und köstlichem Wein ...

https://m.youtube.com/results?q=leonino+I+think+we+should+be+friends&sm=3";isMusic;1
"DETEKTOR LOUNGE M. KADEN // Zurück INDIE Zukunft

Ununterbrochen fischt unser ausgesucht ausgefuchstes Spezialisten-Team mit modernster Abhörtechnik aus ausgemusterten NSA-Beständen den globalen Musik-Äther nach den fetzigsten Neueinsteigern in Deine Ohren ab. Sag bitte danke!";isMusic;1
"KISS ME 2014 Besichtigung Liebe B-TAH Freunde,

Die Messe KISS ME Hannover ist eine Firmenkontaktmesse von Studenten für Studenten an der Leibnitz Universität Hannover.
Zahlreiche namhafte mittelständische und große Unternehmen präsentieren sich auf der KISS ME Messe Hannover mit ihren Geschäftsfeldern und dem dazugehörigen Produktspektrum und informieren rund um Talentförderprogramme, Qualifizierungsmaßnahmen und Programme für Auslandsaufenthalte. Darüber hinaus bieten die Unternehmensvertreter auf der Firmenkontaktmesse Hannover Informationen und aktuelle Angebote für alle, die einen Praktikumsplatz, eine Studien- oder Diplomarbeit oder eine Tätigkeit als Werkstudent suchen und stehen für direkte Gespräche zur Verfügung.
Darüber hinaus bietet die Jobwall der Firmenkontaktmesse KISS ME Hannover interessante Stellenausschreibungen und kompetente Personalberater prüfen nach vorheriger Anemldung kostenlos die Bewerbungsunterlagen der Studenten in einem 30-minütigen Gespräch.

Wann? : Am 12.11.2014, um 9 Uhr 30
Wo? : Treffpunkt vor dem Hauptgebäude der LUH

Euer B-TAH Team";isMusic;0
"MEGA HOUSE NIGHT mit MARCAPASOS Playtime Marcapasos: 00-02 Uhr 

House und Festivalfeeling PUR - MEHR GEHT NICHT - wir freuen uns auf MARCAPASOS zu der MEGA Nacht des Jahres
in der Werleburg. Spätestens seit der „Nature One“ 2008 sollte Marcapasos jedem ein Begriff sein. Seine treibenden Sets sind Gesetz, seine Sounds bringen die Party Crowd ins Schwitzen und jeden Club zum Kochen. Marcapasos ist der meistgebuchteste House-Act in Mitteldeutschland. Sein Herz schlägt zum Beat seiner Tracks. Kein Wunder, denn der Name Marcapasos ist spanisch und bedeutet Herzschrittmacher. Sein Talent, zur rechten Zeit mit dem richtigen Song die Party-People zum Tanzen zu bringen ist seine Mission und wird die Werleburg glühen lassen.

Im Vorprogramm wird euch Dj JCB wieder auf Betriebstemperatur bringen 
 

präsentiert von my-extra Shop Malchow";isMusic;1
"Bülent Ceylan WILDE KREATÜRKEN

Er raste wie ein Comedy-Feuersturm durch die ausverkauften Hallen der Republik, immer den nächsten Gag und das Zwerchfell seiner Fans im Visier und war dabei schon immer wild und kreativ. Mit seinem neuen Programm: ""Wilde Kreatürken"" wird Bülent Ceylan seinem Ruf weiter gerecht und präsentiert seine Kreaturen schonzeitlos vogelwild, scheu oder durchaus auch mal wildromantisch. Anneliese, wie Halbyeti Günther, eine beispielhafte Vertreterin der Gattung Haarwild wird sich ebenso wieder auf die Pirsch begeben wie Harald, der sich besonders in der urbanen Wildbahn auskennt, wo er sich gerne an Futterstellen und Tränken aufhält.

Hasan, der sich selbst als Großwild sieht, obwohl sich das nur auf seine Klappe bezieht, würde sich gerne täglich im Rahmen seiner persönlichen Triebjagd zum Abschuss frei geben. Gemüsehändler Aslan, der natürlich alles hat, was Mensch und Tier zum Leben brauchen und es kreatiefenpsychologisch und profitabel auch an jedes noch so wildfremde Wesen bringt, steht ebenso für die Ceylan’sche Artenvielfalt wie der permanent angeschossene Mompfreed Bockenauer, der auch als einziger einer eigenen B-Gattung angehört - nicht dem Feder-, nicht dem Edel- und nicht dem Raubwild, sondern dem neu entdeckten Fuchsteufels-Wild. Sehr globale und tierisch gute Themen und die wild-kreative Art der Umsetzung verheißen wie in jeder neuen Saison exotische Aspekte, kaum domestizierte Meinungen und jede Menge Knüller im Gag-Ragout von Bülent Ceylan und seiner unbändigen Herde. Tja, wie sagte schon Annelieses Mann: ""Eigene Herd’ ist Goldes wert!";isMusic;0
"Die Improkokken Die Impro-Show

EINLASS / BEGINN: 19:00 Uhr / 20:00 Uhr
EINTRITT: VVK: 8,- Euro / AK: 11,- Euro / ermäßigt: 8,- Euro
ORT: Warenannahme

Die Impro-Show ist eines der beliebtesten und verbreitetsten Formate des Improvisationstheaters. Bei den Improkokken erwartet die Zuschauer ein Potpourri aus verschiedenen improvisierten Szenen. Eine Achterbahn der Gefühle kann auf die Geschichte eines ersten Kusses folgen und ein Western auf einen Krimi. Oder man lauscht den Dialogen der Lebensmittel im Kühlschrank wenn keiner zu Hause ist. Was auch immer gespielt wird – es ist auf jeden Fall einzigartig und inspiriert von den Vorgaben des Publikums.

Improtheater vom Feinsten – immer eine kleine Weltpremiere!

www.improkokken.de

VVK-Stellen:

25 Music
Lister Meile 25
30161 Hannover
Tel. 0511 – 33 13 30
Mo bis Fr 10-19 Uhr / Sa 10-16 Uhr
http://www.25-music.de/

GetränkeKult Linden
Lichtenbergplatz 7
30449 Hannover
Tel: 0511 / 44 03 55
Mo bis Sa 11-19 Uhr
www.facebook.com/GetraenkeKultLinden

Hot Shot Records
Herschelstraße 32
30159 Hannover
Tel. 0511 – 262 56 90
Mo bis Fr 10-19 Uhr / Sa 10-18 Uhr
http://www.hotshotrecords.com/

Rockers
Weckenstr. 1
30451 Hannover
Tel. 0511 – 21 22 99
Mo bis Fr 13-19 Uhr / Sa 14-16 Uhr
http://www.rockers.de/

Außerdem bundesweit an allen CTS-VVK-Stellen und online über CTS/Eventim.

...und natürlich bei uns im FAUST-Büro!";isMusic;0
"Qigong am Morgen mit Dörte Klein

Was hat Qigong zu bieten? 

Die Qigong- Übungen sind für jeden Menschen in allen Alterstufen zu erlernen, sie sind harmonisch fliessend, und verbinden Bewegung mit meditativer Ruhe. 
Qigong ist ein Bestandteil der Chinesischen Medizin ,es verbindet Körper Geist und Seele. 
Qigong aktiviert die Selbstheilungskräfte des Körpers, es wirkt regulierend bei chronischen Krankheiten. Qigong schenkt Lebensfreude.

Zum Kennenlernen besteht die Möglichkeit an einer kostenlosen Kursstunde teilzunehmen. 

Bitte bequeme Kleidung und dicke Socken mitbringen.

Preis:  € 25,00

immer dienstags von 10:00 - 11:30 Uhr";isMusic;0
"Schule der praktischen Fotografie: Erlernen des schnellen Einstellens mit Diethelm Schäfer

So manch interessantes Motiv zieht an uns vorbei, ohne dass wir es hätten fotografieren können. Der Grund: Schwierigkeiten und Ungeübtheiten beim Einstellen der Kamera. In diesem Seminar lernen Sie, welches Programm für welches Motiv mit welchen Einstellungswerten Vorrang hat – und das in Windeseile! Nach einer kurzen Einführung in  die Kamerabedienung werden anhand von Praxisübungen einzelne Fotothemen behandelt und die jeweiligen erforderlichen Einstellungen trainiert.   

Begleitendes Unterrichtsmaterial kann für 4,-- € erworben werden. 

Bitte bringen Sie mit: Kameraausrüstung, Bedienungsanleitung, ausreichende Speicherkarten, Knieschutz-Unterlage, Stativ (falls vorhanden), Schreibmaterialien, Pausenverpflegung.  Wünschen Sie weitere Auskünfte, so erreichen Sie den Dozenten unter: (01577) 17 28 244.

Preis:  € 35,00";isMusic;0
"Staatsoper? Das ist Rock 'n' Roll! Endlich wird gerockt, wo für die Beatles alles begann.

Das Indra empfängt drei erstklassige Rockbands:

Dirty Lips
https://www.facebook.com/dirtylips89

Naked Mermaids on Water Ski
https://www.facebook.com/pages/Naked-Mermaids-on-Water-Ski/197614783618623 

.damaged
https://www.facebook.com/damagedmusic

Eintritt: 8,00 €";isMusic;1
"Live in der Bar mit Tony Blitzessioni - Eintritt frei! Radio Potsdam präsentiert:

Live in der Bar am Donnerstag auf dem Theaterschiff

 ...das ist der Ort, an dem alle Potsdamer, gleich welchen Alters, sympathische Leute treffen und dabei anregende, warmherzige und lebendige Abende verleben können, mit Begegnungen, in denen Kontakte geknüpft werden und Ideen und Inspirationen entstehen oder einfach nur in angenehmer Atmosphäre einen Drink zu sich genommen werden kann.

So gibt es jeden zweiten und vierten Donnerstag im Monat ein Konzert von Musikern, deren Faszination und Ausstrahlung aus ihrem Suchen entsteht, egal ob sie musikalisch im Jazz, Swing, Soul, Rock oder Singer-Songwriter beheimatet sind. 

Ab 19 Uhr ist die Bar für unsere Gäste geöffnet, die Live-Musik beginnt um 20.30 Uhr und für alle, die etwas früher kommen wollen: zwischen 19.30 Uhr und Uhr gibt es alle Bier- und Weingetränke zum halben Preis.

Man muss keinen Eintritt zahlen, sonder kann in den Hut spenden.";isMusic;1
"Blackout Problems | HOLY - die Premiere Blackout Problems
HOLY - die Premiere
+ Supports

präsentiert von Piranha Magazin, Vevo, Allschools Network, Titus und Gaesteliste.de

Wer sich heutzutage für ein Leben als Musiker entscheidet, hat einen guten Grund. Seitdem die Blackout Problems sich 2012 zusammengefunden haben, ist viel passiert. Mit ihrem neuen Album „HOLY“ , blickt man auf das Fundament einer Band, die sich selbst vertraut und genau weiß, warum sie tut was sie tut. Woher die drei Musiker ihre Kraft nehmen, über jegliche Kritik und ihren eigenen Frust hinaus zu einem so ehrlichen Optimismus zu finden, ist angesichts des allerorts grassierenden Zynismus fast schon rätselhaft. Wie verbindend dieser Optimismus ist, zeigt sich in der Kollaboration mit Nathan Gray (Boysetsfire) und Touren mit Heisskalt und den Emil Bulls. Aufrichtigkeit und Stabilität stellen die Musiker in Verbindung mit ihrem eigenen Leben unter Beweis: Do It Yourself ist hier die Devise.

In den einfachen, ernst gemeinten Texten geht es um Freundschaft, Mut, Gerechtigkeit, Fragen der Verantwortung und Moral – lauter altmodische Werte also. Oder eben: die Zukunft, für die wir nur noch nicht bereit sind. Anachronistisch und hochaktuell. Genauso wie die Musik zwischen amerikanischem Rock und zeitgenössischem Post-Everything.
HOLY” klingt offen, hell, aufgeräumt. Während Schlagzeuger Michael sich fordernd und vehement durch die Songs prügelt, strahlen die Gitarren förmlich um die Wette – und der Gesang bettet sich in seiner stylischen Unperfektheit wiederum perfekt ein in diesen angenehm wenig aufgeblähten Sound, dem man die vielen Live-Shows an jeder Stelle anhört. 

Die Melodien dagegen scheuen nicht die große Geste. Und die Songs halten das aus. Auf diese Weise entstand ein Album, das groß ist und dabei ohne Posen auskommt. Unverspieltes Spiel, unverkleideter Stil, unverhohlene Aussagen: Man kann das als naiv bezeichnen. Man kann aber auch einfach den Hut ziehen vor so viel Straightness. Und sich der hoffnungsvollen Prognose der Band anschließen und den Aufbruch besingen: „We will be one“.
www.blackout-problems.com

Einlass: 19.30 Uhr
Beginn: 20.00 Uhr

Tickets gibt es bis zum 07.11. exklusiv unter www.eventim.de, danach auch überall sonst!";isMusic;1
"The Queen Kings @ Lindenbrauerei Unna Fr., 27.09.2013 - The Queen Kings
Ab 20 Uhr, Konzert im Kühlschiff

The Queen Kings - A tribute to the Queen

Das Motto der seit Jahren erfolgreichen Queen-Tributeband „The Queen Kings“ lautet: „More than just a tribute“. Die Band mit Leadsänger Mirko Bäumer und Musikern, die auch beim Musical „We Will Rock You“ und sogar mit Queen selbst auftraten, überzeugt jedes Mal aufs Neue ganz authentisch mit ihrer mitreißenden Show.
Im umfangreichen und abwechslungsreichen Repertoire finden sich nicht nur die bekannten Welthits wie „We are the champions“, We will rock you“, „Radio Gaga“, „A kind of magic“ oder „Bohemian Rhapsody“ aus nahezu drei Jahrzehnten Queen-, bzw. Rockgeschichte, sondern auch weniger bekannte Titel, die Queen-Kennern besonders am Herzen liegen.  

Eintritt: Euro 14,– (VVK)*/ 17,– (AK)

www.lindenbrauerei.de";isMusic;1
"KammerMusik zur Marktzeit Musik zur Marktzeit 02.05.2015 Pauluskirche Hamm

In der nächsten Musik zur Marktzeit „À L'ESPAGNOL“ präsentiert Stefan Koim Kompositionen von der Barockzeit bis zur Moderne, deren verbindendes Element eine kreative Adaption spanischer Musiktraditionen ist – eine Adaption, die im  Einzelfall durchaus unterschiedliche Formen annehmen konnte: Während in Johann Sebastian Bachs Ciaccona aus der 2. Violinpartita die spanischen Bezugspunkte auf formaler Ebene durchscheinen – die Ciaccona ist ursprünglich ein spanischer Volkstanz –, stellen folkloristische Elemente bei den spanischen Komponisten Fernando Sor, Manuel de Falla und Joaquín Rodrigo einen wichtigen Aspekt ihres jeweiligen Personalstils dar. Und der französische Komponist Tristan Murail schließlich integriert, um seine Klangvorstellungen auf der Gitarre zu verwirklichen, in sein Werk Tellur Spieltechniken aus der spanischen Flamenco-Musik. Bemerkenswert ist dabei, dass die Rezeption von Elementen spanischer Musik in allen Fällen entweder über Frankreich oder in direkter Auseinandersetzung mit Einflüssen der französischen Musik bzw. der Musik französischer Komponisten erfolgte: Bach beispielsweise legte seiner Komposition ein französisches Formmodell der Ciaccona zugrunde, Sor verbrachte gerade die in Bezug auf sein Œuevre für Gitarre produktivsten Jahre seines Lebens im Zentrum des französischen Musiklebens, in Paris. De Falla wiederum widmete sein Werk dem von ihm sehr verehrten französischen Komponisten Claude Debussy und Rodrigo sowie Murail entwickelten ihre Personalstile in Auseinandersetzung mit jeweils aktuellen Tendenzen im französischen Musikleben. Mit dieser Mischung spanischer und französischer Elemente verweisen die auf dieser CD versammelten Kompositionen einmal mehr auf die enge Verknüpfung der verschiedenen Musikstile Europas, auch über Nationengrenzen hinweg.  

Stefan Koim, geboren 1986 in Hamm/Westfalen begann seine musikalische Ausbildung an der Städt.
Musikschule Hamm, gefördert und unterstützt von seinem Lehrer Bernd Kortenkamp. Von 2004 bis 2006 studierte er schulbegleitend an der Koblenz International Guitar Academy in der Klasse von Herrn Prof.
Hubert Käppel.
Im Oktober 2006 nahm er nach dem Abitur das parallele Musikstudium der Studiengänge Musikpädagogik und künstlerische Instrumentalausbildung an der Hochschule für Musik in Köln in der Klasse von Prof.
Hubert Käppel auf. Im Rahmen des ERASMUS-Programmes besuchte er von Oktober 2009 bis Juni 2010 die Universität Mozarteum Salzburg (Klasse Prof. Eliot Fisk). Im Juli 2011 schloss er seine Studien in Köln mit zwei Diplomen (mit Auszeichnung) und in Salzburg mit dem Bachelor of Arts ab. Nach einem einjähriges Studium im Rahmen des Fulbright Programmes am New England Conservatory Boston, USA in der Klasse von Prof. Eliot Fisk kehrte Stefan Koim an die Universität Mozarteum Salzburg zurück und schloss dort das Studium Master of Arts mit Auszeichnung ab. Momentan vervollständigt Stefan Koim seine musikalische Ausbildung an der Hochschule für Musik Würzburg (Klasse Prof. Jürgen Ruck/
Studiengang: Master of Music).
Ergänzt wurde die bisherige musikalische Ausbildung durch Akademien (u.a. Accademia Musicale Chigiana Siena) und regelmäßige Meisterkurse bei renommierten Musikern wie Konrad Junghänel, Carlo Marchione, Roberto Aussel, Pavel Steidl, Manuel Barrueco und Oscar Ghiglia.
Stefan Koim errang mehrere Preise beim Landes- und Bundeswettbewerb „Jugend musiziert“ in verschiedenen Kategorien. 2013 war er Halbfinalist des Deutschen Musikwettbewerbs in Stuttgart und Finalist des Internationalen Gitarrenwettbewerbs in Gargnano.
Aufgrund seiner Vielseitigkeit und der Beherrschung weiterer Instrumente wie E-Gitarre, Banjo, Charango, Barockgitarre und Erzlaute wird Stefan Koim für Uraufführungen, Filmmusiken und Opernaufführungen (u.a. Oper Köln, Mozarteum Salzburg) angefragt. Konzertreisen führten ihn nach Russland, Italien (u.a.
Composit New Music Festival 2012), Schweiz, Österreich, Dänemark (Guitar+Festival 2013) und in die USA. Letztes Jahr eröffnete er u.a. das renommierte BostonGuitarFest mit einer Uraufführung.
Stefan Koim ist u.a. Stipendiat der Konrad-Adenauer-Stiftung und der Studienstiftung des deutschen Volkes.

Der Beginn des Konzerts ist am Samstag, den 02.05.2015, um 11:15 Uhr in der Pauluskirche Hamm. Der Eintritt ist frei, um eine Spende zur Kostendeckung wird gebeten.";isMusic;1
John Campbelljohn Trio  Slide Blues, Kanada Ein Mann, eine Gitarre und … ein Stuhl. Auch wenn John seine Konzerte für gewöhnlich sitzend bestreitet: Fleißige Clubbesucher wissen, dass gemütlich anders geht. Hier trifft beschaulicher Slowblues auf schnellen, harten und modernen Bluesrock, beides mit größter Virtuosität gespielt. Doch auch Spuren von Rock, Reggae, Roots und Country lassen sich in der Musik entdecken. Völlig zurecht ist sein exquisites Gitarrenspiel bereits mehrfach ausgezeichnet worden. Zusammen mit seinen Kompagnons sorgt John Campbelljohn dafür, dass man nach diesem Abend „Slide-Gitarre“ völlig neu definiert. (20Uhr);isMusic;1
"Liliom Eine Vorstadtlegende von Ferenc Molnár
Premiere am Fr, 06. März 2015

‚Liliom, der Strolch, versucht einen Raubmord. Weil er für sein noch ungeborenes Kind Geld schaffen will. Er gehorcht der Liebe. Aber nicht der Liebe als sanftem Zauber, sondern der Liebe als unentrinnbarem Naturgesetz. Es ist das Schöne an dieser gefühlvollen Dichtung, daß sie Gefühl entpathetisiert. Gut und Böse sind hier nicht sittliche Kategorien, sondern: Kräfte. Unablenkbar wie die ewigen Sterne, bestimmen sie, formen des Menschen Schicksal und bauen seine innere Welt. Liebe ist ein Gegebenes, gleich etwa der Schwere oder der Zentrifugalkraft. Von der Gewalt ihres Befehlens spricht Molnárs Vorstadtlegende.‘ (Alfred Polgar über Liliom)
‚Jeder hat schon einmal eine Schießbude im Stadtwäldchen gesehen. Erinnern Sie sich daran, wie kindisch, wie komisch alle Figuren dargestellt sind? Arme, schlechte Schildermaler malen diese Figuren so, wie sie sich das Leben vorstellen. Ich wollte das Stück auch in solcher Weise schreiben. Mit den Gedanken eines armen Schaukelgesellen im Stadtwäldchen, mit seiner Phantasie und seiner Ungehobeltheit.‘ (Franz Molnár)

Mit: Lina Hoppe, Denis Fischer, Martin Lessmann, Angela Weinzierl, Tim Gerhards, Marion Gretchen Schmitz, Claus Franke, Jacky Ballon, Michael Pundt, Carsten Sauer, Lukas Zerbst  uva.
| Regie: Anna Bartholdy und Peer Gahmert | Licht & Bühne: Heiko Windrath | Video: Lukas Zerbst | Musik: Carsten Sauer | Kostüme: Harm Coordes

Eine Produktion der Schwankhalle Bremen

Spieltermine:
08./ 20./ 21./ 22. März 2015
02./ 03./ 05./ 16./ 17./ 24./ 25. April 2015 | jew. 20:00 Uhr";isMusic;0
"Großes Fischbuffet Zum Abschluss unserer Fischwochen im Februar veranstalten wir dieses Jahr wieder unser großes Fischbuffet mit allerhand leckeren Fisch-Spezialitäten aus Neptuns Reich. 

Von edlen Fischfilets, kalten und warmen Fischspezialitäten, Meeresfrüchten, leckeren Beilagen, Vorsuppen bis hin zu verschiedenen Dessertvariationen; hier kommen Fischliebhaber auf ihre Kosten. 

Von 11.30 - 14.30 Uhr können sich unsere Gäste dann an unserem reichhaltigen ""All-you-can-eat-Buffet"" bedienen.

Nur mit Reservierung!!!

Tel.: 034633/22276

Preis pro Person: 16,90 (Kinder bis 14 Jahren zahlen die Hälfte)";isMusic;0
